patent_id,patent_type,patent_date,patent_title,year,quarter,month,day_of_week,day_of_year,quarter_end,title_len_chars,title_len_words,title_has_number,title_has_acronym,kw_5g,kw_ai_ml,kw_cloud_edge,kw_security,kw_iot,kw_network,kw_energy,kw_antenna,kw_data,keyword_score,is_utility,is_design,is_other_type,tech_era
4021762,utility,03/05/1977,Quartz crystal compensation circuit,1977,2,5,1,123,30/06/1977,35,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4022982,utility,10/05/1977,Apparatus for rearrangement of a switching network,1977,2,5,1,130,30/06/1977,50,7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4023112,utility,10/05/1977,Broad band amplifier having negative feedback and a controllable amplification factor,1977,2,5,1,130,30/06/1977,85,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4024630,utility,24/05/1977,Machine for manufacturing cable forms,1977,2,5,1,144,30/06/1977,37,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
D244617,design,07/06/1977,Telephone instrument,1977,2,6,1,158,30/06/1977,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_pre_1990
4032380,utility,28/06/1977,Method of joining of insulated high-voltage cables,1977,2,6,1,179,30/06/1977,50,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4032721,utility,28/06/1977,Stored program logic system using a common exchange circuit,1977,2,6,1,179,30/06/1977,59,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4035592,utility,12/07/1977,Subscriber monitoring unit for electronic telephone exchanges,1977,3,7,1,193,30/09/1977,61,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
D245111,design,19/07/1977,Staff locator,1977,3,7,1,200,30/09/1977,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_pre_1990
4040269,utility,09/08/1977,Apparatus for continuously cooling wire shaped objects,1977,3,8,1,221,30/09/1977,54,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4041417,utility,09/08/1977,Low duty cycle pulse generator using two thyristors,1977,3,8,1,221,30/09/1977,51,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4041458,utility,09/08/1977,Arrangement for carrying out random selection among a plurality of selectable devices in a telecommunication system,1977,3,8,1,221,30/09/1977,115,16,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4042289,utility,16/08/1977,Plug contact device intended for mounting on circuit cards,1977,3,8,1,228,30/09/1977,58,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4042921,utility,16/08/1977,Digital encoder/decoder,1977,3,8,1,228,30/09/1977,23,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4045867,utility,06/09/1977,Method for encapsulating electrical components,1977,3,9,1,249,30/09/1977,46,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4046447,utility,06/09/1977,Contact device,1977,3,9,1,249,30/09/1977,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4048445,utility,13/09/1977,Method for through connection check in digital data system,1977,3,9,1,256,30/09/1977,58,9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_pre_1990
4048579,utility,13/09/1977,Feed-forward amplifier,1977,3,9,1,256,30/09/1977,22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4048581,utility,13/09/1977,Oscillator frequency control loop,1977,3,9,1,256,30/09/1977,33,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4053723,utility,11/10/1977,Method and apparatus for measuring the bit error frequency in a cable caused by crosstalk between line pairs during transmission of a 3-level coded PCM signal,1977,4,10,1,284,31/12/1977,158,26,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4053947,utility,11/10/1977,Method and apparatus for executing sequential data processing instructions in function units of a computer,1977,4,10,1,284,31/12/1977,106,15,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_pre_1990
D246167,design,25/10/1977,Tool for digging and laying of submarine cable,1977,4,10,1,298,31/12/1977,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_pre_1990
4057312,utility,08/11/1977,Connecting device at a bus bar,1977,4,11,1,312,31/12/1977,30,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4058265,utility,15/11/1977,Cable magazine,1977,4,11,1,319,31/12/1977,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4058673,utility,15/11/1977,Arrangement for ciphering and deciphering of information,1977,4,11,1,319,31/12/1977,56,7,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,legacy_pre_1990
4060700,utility,29/11/1977,Two-party telephone system,1977,4,11,1,333,31/12/1977,26,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4060797,utility,29/11/1977,Serial digital bit stream code detector,1977,4,11,1,333,31/12/1977,39,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4061881,utility,06/12/1977,Method and apparatus for generating a number of weakly correlated pseudorandom pulse trains,1977,4,12,1,340,31/12/1977,91,13,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4062611,utility,13/12/1977,Connector system for a race equipment,1977,4,12,1,347,31/12/1977,37,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4065652,utility,27/12/1977,Contact assembly and mounting structure for cross bar selector switch,1977,4,12,1,361,31/12/1977,69,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4068098,utility,10/01/1978,Method of and arrangement for addressing a switch memory in a transit exchange for synchronous data signals,1978,1,1,1,10,31/03/1978,107,17,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,legacy_pre_1990
4068099,utility,10/01/1978,Method of and apparatus for switching service information units in a TDM system,1978,1,1,1,10,31/03/1978,79,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4068102,utility,10/01/1978,Wall-stand for telephone sets of standing handset type,1978,1,1,1,10,31/03/1978,54,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4071701,utility,31/01/1978,Method of and apparatus for addressing a buffer memory in a transit exchange for synchronous data signals,1978,1,1,1,31,31/03/1978,105,17,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,legacy_pre_1990
4074073,utility,14/02/1978,Pilot receiver memory unit in a carrier frequency system,1978,1,2,1,45,31/03/1978,56,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4074207,utility,14/02/1978,Interference resistant phase-locked loop,1978,1,2,1,45,31/03/1978,40,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4074421,utility,21/02/1978,Method and apparatus for connecting conductors to terminals of an apparatus,1978,1,2,1,52,31/03/1978,75,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4075427,utility,21/02/1978,System for phase division multiplex duplex communication over a two-wire circuit between a master terminal and a slave terminal,1978,1,2,1,52,31/03/1978,127,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4075428,utility,21/02/1978,Device for providing phase synchronism of a transit station in a digital telecommunication network,1978,1,2,1,52,31/03/1978,98,14,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4075466,utility,21/02/1978,Method of and arrangement for detecting faults in a memory device,1978,1,2,1,52,31/03/1978,65,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4075683,utility,21/02/1978,Rack for circuit boards,1978,1,2,1,52,31/03/1978,23,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4075694,utility,21/02/1978,Apparatus in connection with a computer memory for enabling transportation of an empty memory field from one side to the other of an adjacent data field while the computer is operative,1978,1,2,1,52,31/03/1978,184,31,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,legacy_pre_1990
4077691,utility,07/03/1978,Contact device,1978,1,3,1,66,31/03/1978,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4078158,utility,07/03/1978,Call distributing automatic telephone installation,1978,1,3,1,66,31/03/1978,50,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4081610,utility,28/03/1978,Fast access antiphase control memory for digital data switches,1978,1,3,1,87,31/03/1978,62,9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_pre_1990
4081662,utility,28/03/1978,Clock supervision in digital systems,1978,1,3,1,87,31/03/1978,36,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4082023,utility,04/04/1978,Cable cutter,1978,2,4,1,94,30/06/1978,12,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4082924,utility,04/04/1978,Reference signal circuit in a receiver for detecting two frequencies in a multifrequency tone signal,1978,2,4,1,94,30/06/1978,100,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4084068,utility,11/04/1978,Supporting device for mounting a magnetic core on a printed circuit card,1978,2,4,1,101,30/06/1978,72,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4092499,utility,30/05/1978,Apparatus for detecting a voice frequency signal,1978,2,5,1,150,30/06/1978,48,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4093337,utility,06/06/1978,Socket contact,1978,2,6,1,157,30/06/1978,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4095054,utility,13/06/1978,Electronic telephone switching system of the stored program type comprising two active stages and one passive stage,1978,2,6,1,164,30/06/1978,115,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4095225,utility,13/06/1978,Range side lobe suppression method for a phase modulated radar pulse,1978,2,6,1,164,30/06/1978,68,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4096471,utility,20/06/1978,Method and apparatus for transfer of asynchronously changing data words,1978,2,6,1,171,30/06/1978,71,10,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,legacy_pre_1990
4099034,utility,04/07/1978,Fastening arrangement in a telephone instrument of the one-piece type,1978,3,7,1,185,30/09/1978,69,10,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4099174,utility,04/07/1978,Logarithmic digital to analog converter,1978,3,7,1,185,30/09/1978,39,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4099241,utility,04/07/1978,Apparatus for facilitating a cooperation between an executive computer and a reserve computer,1978,3,7,1,185,30/09/1978,93,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4101804,utility,18/07/1978,Traveling wave tube with depressed collector power supply,1978,3,7,1,199,30/09/1978,57,8,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,legacy_pre_1990
4103149,utility,25/07/1978,Arrangement for the performing seizure statistics for a device belonging to a group of devices,1978,3,7,1,206,30/09/1978,94,15,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
D248649,design,25/07/1978,Telephone instrument,1978,3,7,1,206,30/09/1978,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_pre_1990
D248764,design,01/08/1978,Unrolling device for a cable,1978,3,8,1,213,30/09/1978,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_pre_1990
4107475,utility,15/08/1978,Receiver apparatus for detection of two voice frequencies in a multifrequency tone signal,1978,3,8,1,227,30/09/1978,89,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4109098,utility,22/08/1978,High voltage cable,1978,3,8,1,234,30/09/1978,18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4113987,utility,12/09/1978,Method for improvement of crosstalk attenuation between adjacent channels in a time division multiplex system,1978,3,9,1,255,30/09/1978,109,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4114106,utility,12/09/1978,Arrangement to indicate signals having a length exceeding a limit value,1978,3,9,1,255,30/09/1978,71,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4119949,utility,10/10/1978,Fire detector utilizing two bandwidths of radiation,1978,4,10,1,283,31/12/1978,51,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4121095,utility,17/10/1978,Optical receiver,1978,4,10,1,290,31/12/1978,16,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4122310,utility,24/10/1978,Space stage in a PCM-exchange,1978,4,10,1,297,31/12/1978,29,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
D250089,design,31/10/1978,"Clip for cables, pipes and electric wires",1978,4,10,1,304,31/12/1978,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_pre_1990
4126522,utility,21/11/1978,Method of preparing aluminum wire for electrical conductors,1978,4,11,1,325,31/12/1978,59,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4128741,utility,05/12/1978,Electronic crosspoint array,1978,4,12,1,339,31/12/1978,27,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4129992,utility,19/12/1978,Laying tool for laying of submarine cables into a sea-bottom,1978,4,12,1,353,31/12/1978,60,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4130742,utility,19/12/1978,Switch actuator for one-piece telephone,1978,4,12,1,353,31/12/1978,39,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4131763,utility,26/12/1978,Bit switching of word synchronized data,1978,4,12,1,360,31/12/1978,39,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_pre_1990
D250647,design,26/12/1978,Telephone accessory,1978,4,12,1,360,31/12/1978,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_pre_1990
4134632,utility,16/01/1979,Attaching means for circuit card connectors,1979,1,1,1,16,31/03/1979,43,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4135132,utility,16/01/1979,Passive filter compensation network,1979,1,1,1,16,31/03/1979,35,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4136263,utility,23/01/1979,Telephone system having space divided speech channels and a separate time divided data highway,1979,1,1,1,23,31/03/1979,94,14,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_pre_1990
D251005,design,06/02/1979,Telephone instrument,1979,1,2,1,37,31/03/1979,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_pre_1990
4140981,utility,20/02/1979,Linearizing network,1979,1,2,1,51,31/03/1979,19,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4142073,utility,27/02/1979,"Temperature-stable electret microphone with embossed, small area, electret",1979,1,2,1,58,31/03/1979,74,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4142113,utility,27/02/1979,Current pulse circuit for ferrite core memories,1979,1,2,1,58,31/03/1979,47,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
D251377,design,20/03/1979,Communication radio set,1979,1,3,1,79,31/03/1979,23,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,legacy_pre_1990
4147891,utility,03/04/1979,Arrangement for distribution of clock signals,1979,2,4,1,93,30/06/1979,45,6,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4150082,utility,17/04/1979,Process for extruding polymer materials for high voltage cables,1979,2,4,1,107,30/06/1979,63,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4150272,utility,17/04/1979,Push button contact mechanism for use at printed circuit cards,1979,2,4,1,107,30/06/1979,62,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4150383,utility,17/04/1979,Monopulse flat plate antenna,1979,2,4,1,107,30/06/1979,28,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,legacy_pre_1990
4151518,utility,24/04/1979,Controlling asynchronous conversion between analog and digital parameters,1979,2,4,1,114,30/06/1979,73,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
D251783,design,08/05/1979,Combined microphone and loudspeaker for a communication radio installation,1979,2,5,1,128,30/06/1979,74,9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,legacy_pre_1990
4154982,utility,15/05/1979,Switching network for establishing two-way connections between selected subscribers and an automatic exchange in a PCM telephone system,1979,2,5,1,135,30/06/1979,135,18,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990
4155045,utility,15/05/1979,Method and apparatus for detection of phase difference between two electrical signals,1979,2,5,1,135,30/06/1979,85,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4156816,utility,29/05/1979,Optical fire-detector,1979,2,5,1,149,30/06/1979,21,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4158877,utility,19/06/1979,Connecting and supporting clamp for two adjacently situated printed circuit cards,1979,2,6,1,170,30/06/1979,81,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4160527,utility,10/07/1979,Apparatus for replacement of a cable drum or similar object on a shaft with another cable drum,1979,3,7,1,191,30/09/1979,94,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4160872,utility,10/07/1979,Self-floating cable for marine operations,1979,3,7,1,191,30/09/1979,41,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990
4160951,utility,10/07/1979,Method of regenerating asynchronous data signals and apparatus for performing the method,1979,3,7,1,191,30/09/1979,88,12,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_pre_1990
